"Notes"	"UCD - ICD Chapter"	"UCD - ICD Chapter Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2013"	"2013"	113	218859	51.6
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2014"	"2014"	105	225352	46.6
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2015"	"2015"	78	231348	33.7
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2016"	"2016"	78	236124	33.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"55-64 years"	"55-64"	"2017"	"2017"	70	242248	28.9
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"1999"	"1999"	77	98886	77.9
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2000"	"2000"	61	100951	60.4
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2001"	"2001"	65	103088	63.1
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2002"	"2002"	48	105006	45.7
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2003"	"2003"	60	107220	56.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2004"	"2004"	62	108910	56.9
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2005"	"2005"	65	110617	58.8
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2006"	"2006"	65	111785	58.1
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2007"	"2007"	63	114104	55.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2008"	"2008"	52	117559	44.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2009"	"2009"	56	120840	46.3
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2010"	"2010"	71	122924	57.8
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2011"	"2011"	70	126305	55.4
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2012"	"2012"	77	130983	58.8
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2013"	"2013"	69	135277	51.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2014"	"2014"	87	140547	61.9
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2015"	"2015"	75	145462	51.6
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2016"	"2016"	68	149342	45.5
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"65-74 years"	"65-74"	"2017"	"2017"	71	155077	45.8
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"1999"	"1999"	72	56852	126.6
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2000"	"2000"	75	58516	128.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2001"	"2001"	72	61006	118.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2002"	"2002"	66	62742	105.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2003"	"2003"	56	64048	87.4
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2004"	"2004"	72	64986	110.8
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2005"	"2005"	70	65766	106.4
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2006"	"2006"	65	66043	98.4
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2007"	"2007"	75	66359	113.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2008"	"2008"	60	66363	90.4
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2009"	"2009"	67	66785	100.3
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2010"	"2010"	56	67710	82.7
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2011"	"2011"	74	69488	106.5
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2012"	"2012"	83	70623	117.5
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2013"	"2013"	83	73025	113.7
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2014"	"2014"	72	74991	96.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2015"	"2015"	74	77221	95.8
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2016"	"2016"	68	79502	85.5
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"75-84 years"	"75-84"	"2017"	"2017"	82	83964	97.7
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"1999"	"1999"	46	20424	225.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2000"	"2000"	72	21190	339.8
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2001"	"2001"	62	21596	287.1
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2002"	"2002"	61	21899	278.6
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2003"	"2003"	54	22461	240.4
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2004"	"2004"	54	22920	235.6
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2005"	"2005"	56	23930	234.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2006"	"2006"	60	24802	241.9
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2007"	"2007"	54	25882	208.6
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2008"	"2008"	63	26841	234.7
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2009"	"2009"	61	28103	217.1
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2010"	"2010"	68	28947	234.9
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2011"	"2011"	81	30165	268.5
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2012"	"2012"	77	31760	242.4
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2013"	"2013"	77	33134	232.4
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2014"	"2014"	72	34301	209.9
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2015"	"2015"	66	35178	187.6
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2016"	"2016"	48	36407	131.8
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Female"	"F"	"85+ years"	"85+"	"2017"	"2017"	57	38830	146.8
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2011"	"2011"	10	29851	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"< 1 year"	"1"	"2014"	"2014"	10	28830	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"15-24 years"	"15-24"	"1999"	"1999"	11	259021	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"15-24 years"	"15-24"	"2001"	"2001"	14	267392	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"15-24 years"	"15-24"	"2005"	"2005"	13	281114	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"15-24 years"	"15-24"	"2006"	"2006"	11	283722	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"15-24 years"	"15-24"	"2011"	"2011"	11	296710	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"1999"	"1999"	103	243118	42.4
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2000"	"2000"	80	237536	33.7
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2001"	"2001"	75	231755	32.4
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2002"	"2002"	58	229562	25.3
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2003"	"2003"	46	227469	20.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2004"	"2004"	32	225133	14.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2005"	"2005"	50	222698	22.5
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2006"	"2006"	42	221339	19.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2007"	"2007"	25	222689	11.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2008"	"2008"	33	224928	14.7
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2009"	"2009"	26	227938	11.4
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2010"	"2010"	16	230165	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2011"	"2011"	21	236478	8.9
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2012"	"2012"	25	242470	10.3
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2013"	"2013"	18	249576	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2014"	"2014"	18	259939	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2015"	"2015"	18	269165	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2016"	"2016"	28	278029	10.1
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"25-34 years"	"25-34"	"2017"	"2017"	19	286841	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"1999"	"1999"	290	247269	117.3
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2000"	"2000"	248	249795	99.3
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2001"	"2001"	230	252098	91.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2002"	"2002"	232	250284	92.7
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2003"	"2003"	202	248334	81.3
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2004"	"2004"	173	244991	70.6
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2005"	"2005"	157	240398	65.3
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2006"	"2006"	135	236953	57.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2007"	"2007"	129	230533	56.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2008"	"2008"	90	225445	39.9
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2009"	"2009"	66	219419	30.1
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2010"	"2010"	61	215961	28.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2011"	"2011"	63	212431	29.7
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2012"	"2012"	50	211886	23.6
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2013"	"2013"	38	211767	17.9
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2014"	"2014"	23	213132	10.8
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2015"	"2015"	27	213623	12.6
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2016"	"2016"	22	213304	10.3
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"35-44 years"	"35-44"	"2017"	"2017"	22	215322	10.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"1999"	"1999"	348	172067	202.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2000"	"2000"	352	176676	199.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2001"	"2001"	330	185220	178.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2002"	"2002"	320	190625	167.9
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2003"	"2003"	309	196177	157.5
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2004"	"2004"	295	201153	146.7
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2005"	"2005"	270	206066	131.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2006"	"2006"	245	209952	116.7
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2007"	"2007"	242	214568	112.8
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2008"	"2008"	211	219525	96.1
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2009"	"2009"	174	224898	77.4
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2010"	"2010"	157	228013	68.9
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2011"	"2011"	143	229766	62.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2012"	"2012"	110	229244	48.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2013"	"2013"	107	229616	46.6
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2014"	"2014"	104	228916	45.4
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2015"	"2015"	83	227481	36.5
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2016"	"2016"	54	223723	24.1
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"45-54 years"	"45-54"	"2017"	"2017"	53	220425	24.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"1999"	"1999"	146	109354	133.5
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2000"	"2000"	131	111636	117.3
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2001"	"2001"	138	114056	121.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Black or African American"	"2054-5"	"Male"	"M"	"55-64 years"	"55-64"	"2002"	"2002"	127	117908	107.7
